id_unidad,nombre_unidad,dependencia,tipo,zona,direccion,latitud,longitud,telefono_fijo,telefono_celular,distrito
1,VILLA ESPERANZA,FISCAL,EDUCACIÓN ALTERNATIVA,VILLA ESPERANZA,CALLE PASCOE Nro 777 ESQUINA AV. SUCRE,-16.49069977,-68.19514465,,,5.0
2,JAPON - AYACUCHO,FISCAL,EDUCACIÓN ALTERNATIVA,SAN LUIS II DE CHARAPAQUI,AV. LITORAL S/N SAN LUIS II CHARAPAQUI,-16.53228067,-68.20946276,,,3.0
3,REPUBLICA DE FRANCIA NOCHE,FISCAL,EDUCACIÓN ALTERNATIVA,URBANIZACION CUPILUPACA,CALLE RIO BERMEJO Nro.2034,-16.54957489,-68.19585294,,,2.0
4,ILLIMANI D,FISCAL,EDUCACIÓN ALTERNATIVA,URBANIZACION TARAPACA SECTOR D,AVENIDA RAUL PRADA S/N,-16.61829948,-68.19062805,,,8.0
5,CRUZ ANDINA,FISCAL,EDUCACIÓN ALTERNATIVA,BAUTISTA SAAVEDRA,AV. BAUSTISTA SAAVEDRA S/N KM. 7 CARRETERA A HUARI,-16.48600006,-68.23358154,,,14.0
6,BARTOLINA SISA 2,CONVENIO,PERMANENTE,SANTA ROSA,AVENIDA CÍVICA S/N ENTRE CALLES 4 Y 6,-16.5319271,-68.16180774,,,1.0
7,MARTIN CARDENAS HERMOSA E,FISCAL,EDUCACIÓN ALTERNATIVA,URBANIZACION VILLA ADELA,PLAN 88 S/N,-16.52280045,-68.20914459,,,3.0
8,EL ALTO,FISCAL,EDUCACIÓN ALTERNATIVA,URBANIZACION LAS RETAMAS JUNTHUMA,CALLE AROMA S/N,-16.61050034,-68.18054962,,,8.0
9,FAUSTO REYNAGA,FISCAL,EDUCACIÓN ALTERNATIVA,VILLA SAN ROQUE,KM. 12 EL ALTO CARRETERA HUARINA,-16.47570038,-68.26966858,,,7.0
10,SANTA ROSA,FISCAL,EDUCACIÓN ALTERNATIVA,URBANIZACION VILLA EXALTACION 2DA Y 3RA SECCION,AV. 6 DE JUNIO Nro 26,-16.53397101,-68.15672648,,,1.0
11,RETAMA,FISCAL,EDUCACIÓN ALTERNATIVA,URBANIZACION LAS RETAMAS I,CALLE 12 S/N,-16.56480026,-68.23686218,,,12.0
12,RADIO SAN GABRIEL B,CONVENIO,EDUCACIÓN ALTERNATIVA,COMUNIDAD CHARAPAQUI COLLPANI,VILLA ADELA PLAZA DE LA CRUZ Nº 100 AV. BOLIVIA,-16.5253363,-68.20139496,,,3.0
13,RADIO SAN GABRIEL,CONVENIO,EDUCACIÓN ALTERNATIVA,COMUNIDAD CHARAPAQUI COLLPANI,VILLA ADELA PLAZA DE LA CRUZ Nº 100 AV. BOLIVIA,-16.5253363,-68.20139496,,,3.0
14,MCAL. JOSE BALLIVIAN B,FISCAL,EDUCACIÓN ALTERNATIVA,BALLIVIAN,RENE VARGAS Y ALVAREZ PLATA Nro 200,-16.48970032,-68.17869568,,,6.0
15,RADIO SAN GABRIEL A,CONVENIO,PERMANENTE,COMUNIDAD CHARAPAQUI COLLPANI,VILLA ADELA PLAZA DE LA CRUZ Nº 100 AV. BOLIVIA,-16.5253363,-68.20139496,,,3.0
16,FRANZ TAMAYO,FISCAL,EDUCACIÓN ALTERNATIVA,RIO SECO VILLA FRANZ TAMAYO,CALLE ALBERTO WILDE Nro 900,-16.49920082,-68.21039581,,,4.0
17,PROF. JUAN RAMIRO QUISPE,FISCAL,EDUCACIÓN ALTERNATIVA,URBANIZACION VILLANDRANI,CALLE 26 DE ENERO ESQUINA 21 DE SEPTIEMBRE,-16.48579979,-68.28816223,,,7.0
18,PABLO ZARATE WILLKA II,FISCAL,EDUCACIÓN ALTERNATIVA,GERMAN BUSCH,CALLE RADIO CONDOR S/N,-16.46299934,-68.17411041,,,5.0
19,BOLIVIA NOCHE,FISCAL,EDUCACIÓN ALTERNATIVA,CIUDAD SATELITE,PLAN 361 CALLE 7 S/N,-16.52659988,-68.15415955,,,1.0
20,MARIA AUXILIADORA,CONVENIO,EDUCACIÓN ALTERNATIVA,VILLA ESPERANZA,AVENIDA SUCRE S/N,-16.48810005,-68.19358063,,,5.0
21,JUAN CAPRILES CIUDAD SATELITE,FISCAL,EDUCACIÓN ALTERNATIVA,CIUDAD SATELITE,AVENIDA DEL POLICIA S/N,-16.52680016,-68.15202332,,,1.0
22,JUAN LECHIN OQUENDO,FISCAL,EDUCACIÓN ALTERNATIVA,SENKATA 79,AV. ANCOHUMA ENTRE CONDORIRI S/N,-16.58740044,-68.19018555,,,8.0
23,REPUBLICA BOLIVARIANA DE VENEZUELA NOCHE,FISCAL,EDUCACIÓN ALTERNATIVA,VILLA DOLORES F,PLAZA 21 DE DICIEMBRE CALLE A - B S/N,-16.52659988,-68.18767548,,,3.0
24,SANTA RITA,CONVENIO,EDUCACIÓN ALTERNATIVA,ALTO LIMA,CALLE LITORAL N 4300,-16.48148664,-68.17594802,,,6.0
25,PAULO FREIRE,FISCAL,EDUCACIÓN ALTERNATIVA,PANORAMICA II,CALLE LUCIO PEREZ VELASCO S/N,-16.57850075,-68.18125153,,,8.0
26,JULIAN APAZA NOCHE,FISCAL,EDUCACIÓN ALTERNATIVA,VILLA JULIANA,AV. COCHABAMBA CALLE 10 Nro 80,-16.53289986,-68.19974518,,,3.0
27,12 DE OCTUBRE NOCHE,FISCAL,EDUCACIÓN ALTERNATIVA,12 DE OCTUBRE,AVENIDA RODOLFO PALENQUE SIN NUMERO,-16.51269913,-68.16326141,,,1.0
28,PACHA QAMASA,CONVENIO,PERMANENTE,VILLA ABAROA,ENTRE CALLE 143 ESQUINA CALLE 108 Nº 105,-16.52897483,-68.18474381,,,2.0
29,VENEZUELA C,FISCAL,EDUCACIÓN ALTERNATIVA,URBANIZACION FRANZ TAMAYO,CARRETERA LAJA PARADA 399,-16.50349998,-68.25315857,,,14.0
30,COREA,FISCAL,EDUCACIÓN ALTERNATIVA,TAHUANTINSUYO,AV.CHINCHASUYO Nº 100,-16.48375201,-68.22162955,,,5.0
31,DELIA GAMBARTE DE QUEZADA,FISCAL,EDUCACIÓN ALTERNATIVA,SANTIAGO II,ENTRE CALLES 5 Y 6 S/N,-16.54039955,-68.17948914,,,2.0
32,SAN MARTIN DE PORRES,CONVENIO,EDUCACIÓN ESPECIAL,HUAYNA POTOSI,AV. IMPERIAL,-16.47895651,-68.19150834,,,5.0
33,BARTOLINA SISA,FISCAL,EDUCACIÓN ESPECIAL,SAN LUIS TASA,CALLE TARIJA S/N,-16.52728543,-68.19542973,,,3.0
34,CEREFE,CONVENIO,EDUCACIÓN ESPECIAL,VILLA DOLORES,CALLE 6 Nro 50,-16.51040077,-68.1578064,,,1.0
35,SAN FRANCISCO DE ASIS,CONVENIO,EDUCACIÓN ESPECIAL,CUPILUPACA,CALLE RIO BERMEJO Nº 1064,-16.54910088,-68.19553375,,,2.0
36,MADRE ASCENSIÓN NICOL,CONVENIO,EDUCACIÓN ESPECIAL,16 DE JULIO,CALLE J. ARZABE N° 3468,-16.49324235,-68.18270533,,,6.0
37,SARTAWI,FISCAL,EDUCACIÓN ESPECIAL,URBANIZACION ALONZO DE MENDOZA,AV. ALONZO DE SAYA S/N,-16.61650085,-68.17596436,,,8.0
38,MURURATA,CONVENIO,EDUCACIÓN ESPECIAL,MURURATA,CALLE JOSE VICENTE CAMARGO Nro 1600,-16.54852577,-68.20953208,,,3.0
39,NOEL AGUIRRE LEDEZMA,FISCAL,EDUCACIÓN ESPECIAL,URBANIZACION COSMOS 79 U.V A,PASAJE S/N ENTRE CALLES AYMURI Y CHUTIVI,-16.52859169,-68.23239057,,,3.0
40,15 DE ABRIL - PROF. FLORA CHOQUE GUTIERREZ,FISCAL,EDUCACIÓN ESPECIAL,"URBANIZACION VILLA MERCEDES UNIDAD VECINAL ""E""",AVENIDA 1ERO. DE MAYO S/N,-16.5678997,-68.21192169,,,8.0
41,LUIS ESPINAL,CONVENIO,EDUCACIÓN ESPECIAL,BALLIVIAN,AVENIDA RENE VARGAS Nro 3207,-16.49030013,-68.17877321,,,6.0
42,VIRGEN NIÑA,CONVENIO,EDUCACIÓN ESPECIAL,LOS ANDES,CALLE BALBOA Nº 10,-16.49399948,-68.18782806,,,6.0
43,JULIAN APAZA TUPAC KATARI,FISCAL,EDUCACIÓN ESPECIAL,VILLA TAHUANTINSUYO,CALLE CHINCHASUYO S/N,-16.48478851,-68.21974395,,,5.0
44,SAN SEBASTIAN A,FISCAL,EDUCACIÓN REGULAR,URBANZIACION SAN SEBASTIAN SECTOR 2,AVENIDA 12 DE ENERO S/N,-16.59900093,-68.19333649,,71583869.0,8.0
45,TOPATER DON BOSCO A,CONVENIO,EDUCACIÓN REGULAR,VILLA MERCEDES,AV. GENARO SANJINEZ Nº 1650,-16.56408221,-68.19920375,,,8.0
46,BOLIVIANO COREA DEL SUR,FISCAL,EDUCACIÓN REGULAR,POMAMAYA UNIFICADA,CALLE 1RO DE MAYO Y CALLE 20 DE OCTUBRE,-16.47133849,-68.29452499,,,9.0
47,SAN MIGUEL,PRIVADA,EDUCACIÓN REGULAR,RIO SECO  ,RIO SECO AV. CUZCO Nº 2074,-16.49340057,-68.21572876,2861431.0,70575097.0,4.0
48,COPACABANA DEL SUR,FISCAL,EDUCACIÓN REGULAR,URBANIZACION COPACABANA SECTOR 1 Y 2,ENTRE AVENIDA ALAMOS Y AVENIDA COLQUIRI S/N,-16.51042702,-68.16486321,,,1.0
49,SANTIAGO I,FISCAL,EDUCACIÓN REGULAR,SANTIAGO I ,AVENIDA 2 S/N,-16.52459908,-68.16434479,,72559893.0,1.0
50,ESTADO PLURINACIONAL DE BOLIVIA,FISCAL,EDUCACIÓN REGULAR,MERCEDARIO SECTOR 5,CALLE IRIS ENTRE CALLE CAPITOLIO Y AV. COPAKAHUANA Y CALLE,-16.52708049,-68.24304229,,,4.0
51,CARLOS ARCE GONZALES,FISCAL,EDUCACIÓN REGULAR,URBANIZACION SAN ALBERTO,CALLE 4 y E,-16.47062643,-68.27877293,,,7.0
52,MONTE OLIVO,FISCAL,EDUCACIÓN REGULAR,URBANIZACIÓN MONTE OLIVO,ENTRE CALLE LOS PINOS Y PALMEIRAS,-16.45345552,-68.24611715,,,7.0
53,MERCEDES BELZU DE DORADO B,FISCAL,EDUCACIÓN REGULAR,BALLIVIAN,CALLE NISTHAUZ Y CARRASCO S/N,-16.49029922,-68.17681885,,73001130.0,6.0
54,MCAL. JOSE BALLIVIAN D,FISCAL,EDUCACIÓN REGULAR,BALLIVIAN,CALLE NISTHAUZ Y CARRASCO S/N,-16.49029922,-68.17681885,,71583440.0,6.0
55,MERCEDES BELZU DE DORADO A,FISCAL,EDUCACIÓN REGULAR,BALLIVIAN,CALLE NISTHAUZ Y CARRASCO S/N,-16.49029922,-68.17681885,,79137442.0,6.0
56,AIDA DEL PORTILLO DE MENDOZA,FISCAL,EDUCACIÓN REGULAR,BALLIVIAN,CALLE NISTHAUZ Y CARRASCO S/N,-16.49029922,-68.17681885,,71958669.0,6.0
57,MCAL. JOSE BALLIVIAN E,FISCAL,EDUCACIÓN REGULAR,BALLIVIAN,CALLE NISTHAUZ Y CARRASCO S/N,-16.49029922,-68.17681885,,71233077.0,6.0
58,EDUARDO AVAROA 1,FISCAL,EDUCACIÓN REGULAR,POMAYA,CARRETERA HUARINA,-16.49430084,-68.30317688,,72060019.0,9.0
59,VIRGEN DE URKUPIÑA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VIRGEN DE URKUPIÑA,CALLE ANTOFAGASTA S/N,-16.58636696,-68.17177265,,71592252.0,8.0
60,LUZ DE BELEN,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA BELEN,CALLE ANTONIO FIGUEROA S/N,-16.58370018,-68.23014832,,60118977.0,
61,PEDRO DOMINGO MURILLO B,FISCAL,EDUCACIÓN REGULAR,PEDRO DOMINGO MURILLO,CALLE ROSENDO GUTIERREZ S/N,-16.50709915,-68.20849609,,71262091.0,4.0
62,PEDRO DOMINGO MURILLO A,FISCAL,EDUCACIÓN REGULAR,PEDRO DOMINGO MURILLO,CALLE ROSENDO GUTIERREZ S/N,-16.50709915,-68.20849609,,77783137.0,4.0
63,SEÑOR DE LAGUNAS 2000,FISCAL,EDUCACIÓN REGULAR,SEÑOR DE LAGUNAS 2000,CALLE PILCOMAYO N° 1234,-16.49419393,-68.2661274,,,7.0
64,LUIS ESPINAL CAMPS FE Y ALEGRIA TARDE,CONVENIO,EDUCACIÓN REGULAR,ALTO VILLA VICTORIA,CALLE D S/N,-16.47960091,-68.16589355,2845379.0,70119962.0,6.0
65,LUIS ESPINAL CAMPS FE Y ALEGRIA MAÑANA,CONVENIO,EDUCACIÓN REGULAR,ALTO VILLA VICTORIA,CALLE D S/N,-16.47960091,-68.16589355,2845379.0,60600692.0,6.0
66,VIRGEN NIÑA - EPDB,CONVENIO,EDUCACIÓN REGULAR,LOS ANDES,CALLE BALBOA ESQUINA 21 DE NOVIEMBRE,-16.49399948,-68.18782806,,,6.0
67,DIVINO AMPARO,PRIVADA,EDUCACIÓN REGULAR,PAZ ZAMORA,AV. JULIO CESAR VALDEZ Nro 50,-16.53470039,-68.217659,2806980.0,79569635.0,3.0
68,PUERTO DE ROSARIO TARDE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUEVOS HORIZONTES,AV. ILLIMANI S/N,-16.54439926,-68.1906662,,72562573.0,2.0
69,PUERTO DE ROSARIO MAÑANA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUEVOS HORIZONTES,AV. ILLIMANI S/N,-16.54439926,-68.1906662,2853288.0,76292738.0,2.0
70,PUERTO DE ROSARIO NOCHE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUEVOS HORIZONTES,AV. ILLIMANI S/N,-16.54439926,-68.1906662,,79652410.0,2.0
71,RODOLFO JOAQUIN ILLANES ALVARADO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION HALLEY,CALLE 24 DE ABRIL S/N,-16.51492693,-68.28963159,,,11.0
72,MCAL. ANDRES DE SANTA CRUZ DE ALPACOMA,FISCAL,EDUCACIÓN REGULAR,TEJADA ALPACOMA,AVENIDA FRAY DIEGO DE OCAÑA,-16.5340004,-68.1496582,,71959251.0,1.0
73,BOLIVIANO ALEMAN FLORIDA B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LA FLORIDA SENKATA,CALLE 12 DE DICIEMBRE S/N,-16.58410072,-68.17504883,,65175694.0,8.0
74,BOLIVIANO ALEMAN FLORIDA A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LA FLORIDA SENKATA,CALLE 12 DE DICIEMBRE S/N,-16.58410072,-68.17504883,,77273252.0,8.0
75,ADRIAN CASTILLO NAVA B,FISCAL,EDUCACIÓN REGULAR,ALTO LIMA 3ERA. SECCION,AV. SAN SALVADOR S/N,-16.47939035,-68.18088591,2404718.0,,6.0
76,CESAR CHAVEZ TABORGA,FISCAL,EDUCACIÓN REGULAR,ALTO LIMA 3ERA. SECCION,AV. SAN SALVADOR S/N,-16.47939035,-68.18088591,2321972.0,71570308.0,6.0
77,GUALBERTO VILLARROEL B,FISCAL,EDUCACIÓN REGULAR,ALTO LIMA 3ERA. SECCION,AV. SAN SALVADOR S/N,-16.47939035,-68.18088591,,71933609.0,6.0
78,21 DE SEPTIEMBRE,FISCAL,EDUCACIÓN REGULAR,21 DE SEPTIEMBRE,"AVENIDA 6 Y CALLE G, S/N",-16.55846126,-68.24282169,,,12.0
79,VILLA VICTORIA B,FISCAL,EDUCACIÓN REGULAR,VILLA VICTORIA,GUSTAVO A. OTERO Y ALCIDES ARGUEDAS Nº1470,-16.54470062,-68.18078613,,76743947.0,2.0
80,VILLA VICTORIA A,FISCAL,EDUCACIÓN REGULAR,VILLA VICTORIA,GUSTAVO A. OTERO Y ALCIDES ARGUEDAS Nº1470,-16.54470062,-68.18078613,,71944653.0,2.0
81,BOLIVIA MAÑANA,FISCAL,EDUCACIÓN REGULAR,ROSAS PAMPA,AVENIDA 4 N° 29,-16.54150009,-68.17229462,,71961455.0,1.0
82,BOLIVIA TARDE,FISCAL,EDUCACIÓN REGULAR,ROSAS PAMPA,AVENIDA 4 N° 29,-16.54150009,-68.17229462,,77280650.0,1.0
83,ARMADA BOLIVIANA DEL NORTE,FISCAL,EDUCACIÓN REGULAR,16 DE AGOSTO,CALLE SN,-16.44069523,-68.23059082,,,13.0
84,AMOR DE DIOS,CONVENIO,EDUCACIÓN REGULAR,AMOR DE DIOS,CALLE PARANI SN,-16.53930092,-68.20781708,,76241806.0,3.0
85,CHIJINI CHICO II,FISCAL,EDUCACIÓN REGULAR,CHIJINI CHICO II,AV. GUALBERTO VILLARROEL S/N,-16.56433328,-68.2463783,,,12.0
86,INGLÉS DAZA CATHOLIC,PRIVADA,EDUCACIÓN REGULAR,"URBANIZACION COSMOS 79 U.V. ""G""",CALLE TOMARA N° 2015,-16.531925,-68.21484,2506767.0,60666636.0,3.0
87,ILLAMPU,FISCAL,EDUCACIÓN REGULAR,FLOR DE ILLAMPU 2,CALLE SAN JOSE ENTRE CALLE CHUMA Y AV. TOMAS BARON,-16.46390846,-68.19945574,,,14.0
88,ECOLOGICO 25 DE JULIO A,FISCAL,EDUCACIÓN REGULAR,25 DE JULIO,ENTRE CALLES CHICHALLAS Y SANTIAGO DE HUATA S/N,-16.5083582,-68.21787191,,75294150.0,4.0
89,DR. ANICETO ARCE A,FISCAL,EDUCACIÓN REGULAR,VILLA AROMA,CALLE PEATONAL S/N,-16.55340004,-68.18911743,,79697567.0,2.0
90,DR. ANICETO ARCE B,FISCAL,EDUCACIÓN REGULAR,VILLA AROMA,CALLE PEATONAL S/N,-16.55340004,-68.18911743,,75805437.0,2.0
91,NUEVA ESPERANZA SANTUARIO SEÑOR DE LAGUNAS,FISCAL,EDUCACIÓN REGULAR,URBANIZACION SANTUARIO SEÑOR DE LAGUNAS,"Dirección
AV. GUALBERTO VILLARROEL ENTRE CALLE FEDERICO SUAZO Y PRIMAVERA",-16.49020754,-68.25962036,,79581127.0,7.0
92,NUEVA MIRAFLORES,FISCAL,EDUCACIÓN REGULAR,URBANIZACION MIRAFLORES - CAMINO A COPACABANA,AV. HEROES DE OCTUBRE CALLE 5 S/N,-16.46753505,-68.25619786,,60144434.0,7.0
93,17 DE OCTUBRE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLANDRANI B,CALLE 26 DE ENERO S/N,-16.49052646,-68.27942042,,,7.0
94,NUESTRA SEÑORA DE LA PAZ,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUEVA PALESTINA,CALLE LAS RETAMAS S/N ENTRE CALLES LOS SAUCES Y LOS PINOS,-16.47523088,-68.2863432,,74075403.0,7.0
95,EL PROGRESO A,FISCAL,EDUCACIÓN REGULAR,EL PROGRESO,CALLE CH S/N,-16.47800064,-68.25292969,,76216190.0,7.0
96,EL PROGRESO B,FISCAL,EDUCACIÓN REGULAR,EL PROGRESO,CALLE CH S/N,-16.47800064,-68.25292969,,76280077.0,7.0
97,SAN JUAN BAUTISTA DE LA SALLE,PRIVADA,EDUCACIÓN REGULAR,CALUYO,AVENIDA 9 Nº 2,-16.5340004,-68.19335938,2832024.0,71998549.0,3.0
98,REPUBLICA BOLIVARIANA DE VENEZUELA A,FISCAL,EDUCACIÓN REGULAR,URB. UNIFICADA 27 DE SEPTIEMBRE,CALLE TOMAS BARRON S/N,-16.60499954,-68.18149567,,70698017.0,8.0
99,REPUBLICA BOLIVARIANA DE VENEZUELA B,FISCAL,EDUCACIÓN REGULAR,URB. UNIFICADA 27 DE SEPTIEMBRE,CALLE TOMAS BARRON S/N,-16.60499954,-68.18149567,,,8.0
100,SAN JOSE FE Y ALEGRIA A,CONVENIO,EDUCACIÓN REGULAR,ALTO LIMA 2DA. SECCION,CALLES SAN SALVADOR Y MANCO KAPAC Nro 100,-16.48119926,-68.17618561,2846825.0,71997467.0,6.0
101,SAN JOSE FE Y ALEGRIA B,CONVENIO,EDUCACIÓN REGULAR,ALTO LIMA 2DA. SECCION,CALLES SAN SALVADOR Y MANCO KAPAC Nro 100,-16.48119926,-68.17618561,2846825.0,71997467.0,6.0
102,SAN JOSE FE Y ALEGRIA,CONVENIO,EDUCACIÓN REGULAR,ALTO LIMA 2DA. SECCION,CALLES SAN SALVADOR Y MANCO KAPAC Nro 100,-16.48119926,-68.17618561,2846825.0,76215812.0,6.0
103,UN MUNDO DE ARCOIRIS,PRIVADA,EDUCACIÓN REGULAR,URBANIZACION 16 DE JULIO,AVENIDA JUAN PABLO II,-16.50059533,-68.1708312,,,6.0
104,MODELO SUR,FISCAL,EDUCACIÓN REGULAR,URBANIZACION MODELO VENTILLA,CALLE ORURO Nº 5000,-16.623437,-68.180836,,76721997.0,8.0
105,EUFRASIO IBAÑEZ RIVERO,FISCAL,EDUCACIÓN REGULAR,CIUDAD SATELITE,PLAN 97 CALLE DANIEL BRACAMONTE S/N,-16.52090073,-68.15344238,2819638.0,76527990.0,1.0
106,COLORADOS DE BOLIVIA,FISCAL,EDUCACIÓN REGULAR,CIUDAD SATELITE,PLAN 97 CALLE DANIEL BRACAMONTE S/N,-16.52090073,-68.15344238,2812521.0,,1.0
107,RAUL SALMON DE LA BARRA,FISCAL,EDUCACIÓN REGULAR,RIO SECO VILLA FRANZ TAMAYO,CALLE ALBERTO WILDE Nro 900,-16.49920082,-68.21039581,,72006133.0,4.0
108,BICENTENARIO LIBERTADOR SIMON BOLIVAR,FISCAL,EDUCACIÓN REGULAR,RIO SECO VILLA FRANZ TAMAYO,CALLE ALBERTO WILDE Nro 900,-16.49920082,-68.21039581,,68105992.0,4.0
109,NESTOR PAZ ZAMORA MAÑANA,FISCAL,EDUCACIÓN REGULAR,URB. KISWARAS,MANZANO 2 D Nro 377,-16.54319954,-68.23262024,,,3.0
110,NESTOR PAZ ZAMORA TARDE,FISCAL,EDUCACIÓN REGULAR,URB. KISWARAS,MANZANO 2 D Nro 377,-16.54319954,-68.23262024,,,3.0
111,CHIJINI ALTO,FISCAL,EDUCACIÓN REGULAR,CHIJINI ALTO,AV. UNION Nº 2220,-16.56795542,-68.22672574,,,12.0
112,PABLO NERUDA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION COSMOS 79 U.V A,PASAJE S/N ENTRE CALLES AYMURI Y CHUTIVI,-16.52859169,-68.23239057,,,3.0
