id_unidad,nombre_unidad,dependencia,tipo,zona,direccion,latitud,longitud,telefono_fijo,telefono_celular,distrito
350,LIBERTAD,PRIVADA,EDUCACIÓN REGULAR,VILLA TUNARI,CALLE Nro 21 Nº 100,-16.5007,-68.20590973,,,4.0
351,ILLIMANI MAÑANA,FISCAL,EDUCACIÓN REGULAR,MERCURIO,CALLE FILIPINAS,-16.46570015,-68.18449402,,,5.0
352,ILLIMANI TARDE,FISCAL,EDUCACIÓN REGULAR,MERCURIO,CALLE FILIPINAS,-16.46570015,-68.18449402,,,5.0
353,ABEL ITURRALDE A,FISCAL,EDUCACIÓN REGULAR,16 DE JULIO,CALLE TENIENTE ARZABE Nro 2815,-16.49749947,-68.17076111,,,6.0
354,ABEL ITURRALDE B,FISCAL,EDUCACIÓN REGULAR,16 DE JULIO,CALLE TENIENTE ARZABE Nro 2815,-16.49749947,-68.17076111,,,6.0
355,JULIAN APAZA,FISCAL,EDUCACIÓN REGULAR,16 DE JULIO,CALLE TENIENTE ARZABE Nro 2815,-16.49749947,-68.17076111,,,6.0
356,JUVENAL MARIACA B,FISCAL,EDUCACIÓN REGULAR,16 DE JULIO,CALLE TENIENTE ARZABE Nro 2815,-16.49749947,-68.17076111,,,6.0
357,JUVENAL MARIACA A,FISCAL,EDUCACIÓN REGULAR,16 DE JULIO,CALLE TENIENTE ARZABE Nro 2815,-16.49749947,-68.17076111,,,6.0
358,LITORAL,FISCAL,EDUCACIÓN REGULAR,INGENIO,VILLA INGENIO DISTRITO Nro 2,-16.46920013,-68.20330048,,,5.0
359,BARTOLINA SISA,FISCAL,EDUCACIÓN REGULAR,INGENIO,VILLA INGENIO DISTRITO Nro 2,-16.46920013,-68.20330048,,,5.0
360,DR. CARLOS MONTENEGRO,FISCAL,EDUCACIÓN REGULAR,SAN JUAN RIO SECO,AV. ÑANCAHUAZU Nro 4025,-16.47970009,-68.19965363,,,5.0
361,THE STRONGEST,FISCAL,EDUCACIÓN REGULAR,SAN JUAN RIO SECO,AV. ÑANCAHUAZU Nro 4025,-16.47970009,-68.19965363,,,5.0
362,3 DE MAYO B,FISCAL,EDUCACIÓN REGULAR,URB. 3 DE MAYO,AV. Mojocoya S/N,-16.54730034,-68.21303558,,,3.0
363,3 DE MAYO A,FISCAL,EDUCACIÓN REGULAR,URB. 3 DE MAYO,AV. Mojocoya S/N,-16.54730034,-68.21303558,,,3.0
364,EL ALTO INTEGRACION,FISCAL,EDUCACIÓN REGULAR,16 DE JULIO,CALLE RENE DORADO Nº 239,-16.50099945,-68.16478729,,,6.0
365,SOLIDARIDAD,FISCAL,EDUCACIÓN REGULAR,URBANIZACION SOLIDARIDAD,CALLE ECUADOR S/N,-16.45389938,-68.16574097,,,5.0
366,CARLOS PALENQUE AVILES,FISCAL,EDUCACIÓN REGULAR,COMPLEMENTO TUNARI,AV. FLORIDA S/N,-16.50219917,-68.2017746,,,4.0
367,ESPAÑA MAÑANA,FISCAL,EDUCACIÓN REGULAR,SENKATA 79,AV. ANCOHUMA ENTRE CONDORIRI S/N,-16.58740044,-68.19018555,,,8.0
368,ESPAÑA TARDE,FISCAL,EDUCACIÓN REGULAR,SENKATA 79,AV. ANCOHUMA ENTRE CONDORIRI S/N,-16.58740044,-68.19018555,,,8.0
369,SAN LUIS DE GONZAGA B,PRIVADA,EDUCACIÓN REGULAR,16 DE JULIO,CALLE TENIENTE QUINTANILLA N° 548,-16.49979973,-68.16670227,,,6.0
370,NUEVA JERUSALEN,PRIVADA,EDUCACIÓN REGULAR,SAN JOSE DE YUNGUYO,AV. CARABOBO ENTRE CALLE PICHINCHA N. 2184,-16.4993,-68.21836853,,,4.0
371,ADVENTISTA SAN JOSE,PRIVADA,EDUCACIÓN REGULAR,SAN JOSE DE YUNGUYO,AV. BOCAYA Nro 2020 RIO SECO,-16.50020027,-68.21886444,,,4.0
372,MARIA DE LOS ANGELES,PRIVADA,EDUCACIÓN REGULAR,SAN MARTIN DE PORRES,C/ JAIME MENDOZA NRO. 1905,-16.56749916,-68.22271729,,,12.0
373,ECOLOGICO 25 DE JULIO B,FISCAL,EDUCACIÓN REGULAR,25 DE JULIO,CALLE CHISI JANKOAMAYA Nro 1034,-16.51040077,-68.21929169,,,4.0
374,SAN JAVIERI,PRIVADA,EDUCACIÓN REGULAR,BALLIVIAN,CALLE J. CHACON Nro 2910,-16.48810005,-68.18019867,,,6.0
375,AUSTRIA,CONVENIO,EDUCACIÓN REGULAR,SAN FELIPE DE SEQUE,PLAZA SIN NOMBRE Y SIN NUMERO,-16.51840019,-68.23482513,,,4.0
376,TAIWAN,FISCAL,EDUCACIÓN REGULAR,VILLA INGENIO DISTRITO 1 UV. 3,CALLE AVELINO SIÑANI ENTRE CARANGAS,-16.47500038,-68.21376801,,,5.0
377,FRANZ TAMAYO DE RIO SECO B,FISCAL,EDUCACIÓN REGULAR,FRANZ TAMAYO,CARRETERA A LAJA,-16.50790024,-68.25363159,,,14.0
378,FRANZ TAMAYO DE RIO SECO A,FISCAL,EDUCACIÓN REGULAR,FRANZ TAMAYO,CARRETERA A LAJA,-16.50790024,-68.25363159,,,14.0
379,TOKIO,FISCAL,EDUCACIÓN REGULAR,GERMAN BUSCH OESTE,AV. SANTA VERA CRUZ ENTRE LA CALLE SAN AGUSTIN,-16.47249985,-68.17868042,,,5.0
380,KARL ALEXANDER,PRIVADA,EDUCACIÓN REGULAR,RIO SECO,CALLE MARTIN LUTERO Nº 3115,-16.48880005,-68.20871735,,,5.0
381,VENEZUELA A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION FRANZ TAMAYO,CARRETERA LAJA PARADA 399,-16.50349998,-68.25315857,,,14.0
382,VENEZUELA B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION FRANZ TAMAYO,CARRETERA LAJA PARADA 399,-16.50349998,-68.25315857,,,14.0
383,MANUEL ASCENCIO PADILLA,FISCAL,EDUCACIÓN REGULAR,JUANA AZURDUY DE PADILLA,JUANA AZURDUY DE PADILLA,-16.50790024,-68.22783661,,,4.0
384,REPUBLICA DE CUBA,FISCAL,EDUCACIÓN REGULAR,INGENIO 2,Av. MAGDALENA ROCHA No 6214 URBANIZACION EL INGENIO DISTRITO 2,-16.47430038,-68.20188904,,,5.0
385,21 DE SEPTIEMBRE SEÑOR DE LAGUNAS,FISCAL,EDUCACIÓN REGULAR,21 DE SEPTIEMBRE,"""21 DE SEPTIEMBRE S / N""",-16.48749924,-68.25743866,,,7.0
386,GUALBERTO VILLARROEL,FISCAL,EDUCACIÓN REGULAR,MARISCAL SUCRE SECTOR C,AV. ALCIDES ARGUEDAS S/N,-16.47459984,-68.22902679,,,14.0
387,TAHUANTINSUYO,FISCAL,EDUCACIÓN REGULAR,TAHUANTINSUYO,AV. KOLLASUYO Nro 3058,-16.48240089,-68.21652222,,,5.0
388,MCAL. ANDRES DE SANTA CRUZ,FISCAL,EDUCACIÓN REGULAR,TAHUANTINSUYO,AV. KOLLASUYO Nro 3058,-16.48240089,-68.21652222,,,5.0
389,VIRGEN DEL SOCAVON,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VIRGEN DEL SOCAVON,CALLE 15 S/N,-16.62266303,-68.19373751,,,8.0
390,LATINOAMERICANO,FISCAL,EDUCACIÓN REGULAR,LOS PINOS,CALLE FERNANDO ESCOBAR S/N,-16.47480011,-68.23399353,,,14.0
391,ARCO IRIS NORTE B,FISCAL,EDUCACIÓN REGULAR,COOPERATIVA SAN ROQUE,CALLE 24 DE JUNIO S/N,-16.46529961,-68.2748642,,,7.0
392,ARCO IRIS NORTE A,FISCAL,EDUCACIÓN REGULAR,COOPERATIVA SAN ROQUE,CALLE 24 DE JUNIO S/N,-16.46529961,-68.2748642,,,7.0
393,BETANIA,PRIVADA,EDUCACIÓN REGULAR,PUERTO MEJILLONES,AV. FRANZ TAMAYO Nº 613,-16.4864006,-68.20467377,,,5.0
394,HUMBERTO PORTOCARRERO MAÑANA,CONVENIO,EDUCACIÓN REGULAR,BAUTISTA SAAVEDRA,AV. DANIEL SALAMANCA S/N,-16.50119972,-68.24564362,,,14.0
395,HUMBERTO PORTOCARRERO TARDE,CONVENIO,EDUCACIÓN REGULAR,BAUTISTA SAAVEDRA,AV. DANIEL SALAMANCA S/N,-16.50119972,-68.24564362,,,14.0
396,KOLLASUYO,FISCAL,EDUCACIÓN REGULAR,BAUTISTA SAAVEDRA UNIDAD VECINAL E,CALLE ESTEBAN ARCE S/N,-16.4871006,-68.23914337,,,14.0
397,SIMON BOLIVAR,FISCAL,EDUCACIÓN REGULAR,URBANO PORVENIR 1,"CALLE ANICETO ARCE, ESQUINA CALLE LOS ANDES S/N",-16.47430038,-68.25193787,,,7.0
398,SANTISIMA TRINIDAD,CONVENIO,EDUCACIÓN REGULAR,GRAN PODER,15 DE AGOSTO,-16.50830078,-68.24438477,,,4.0
399,SAN FELIPE,FISCAL,EDUCACIÓN REGULAR,SAN FELIPE DE SEQUE SECTOR 7,AV. LA PAZ S/N,-16.51589966,-68.24041748,,,4.0
400,CAMINITO HACIA LA VIDA,PRIVADA,EDUCACIÓN REGULAR,RIO SECO,AVENIDA CUZCO Nro 1304,-16.49200058,-68.21172333,,,4.0
401,SAN JOSE DE YUNGUYO B,FISCAL,EDUCACIÓN REGULAR,RIO SECO,CALLE CALLAO Y CALLE APORIMARCA No. 1085,-16.49900055,-68.2260437,,,4.0
402,SAN JOSE DE YUNGUYO A,FISCAL,EDUCACIÓN REGULAR,RIO SECO,CALLE CALLAO Y CALLE APORIMARCA No. 1085,-16.49900055,-68.2260437,,,4.0
403,TUPAC KATARI,FISCAL,EDUCACIÓN REGULAR,ZONA TUPAC KATARI,ENTRE CALLE 4 Y 10,-16.48480034,-68.19834137,,,5.0
404,JOSE LUIS SUAREZ GUZMAN,FISCAL,EDUCACIÓN REGULAR,ZONA TUPAC KATARI,ENTRE CALLE 4 Y 10,-16.48480034,-68.19834137,,,5.0
405,INGAVI TARDE,FISCAL,EDUCACIÓN REGULAR,VILLA INGAVI,CALLE ARAPATA S/N,-16.46910095,-68.1794281,,,5.0
406,INGAVI MAÑANA,FISCAL,EDUCACIÓN REGULAR,VILLA INGAVI,CALLE ARAPATA S/N,-16.46910095,-68.1794281,,,5.0
407,REPUBLICA FEDERAL DE ALEMANIA,FISCAL,EDUCACIÓN REGULAR,MARISCAL SUCRE B,AVENIDA DANIEL CAMPOS S/N,-16.47949982,-68.2310257,,,14.0
408,JUANA AZURDUY DE PADILLA,FISCAL,EDUCACIÓN REGULAR,JUAN AZURDUY DE PADILLA,ENTRE LA AVENIDA KALA JAWIRA Y LA CALLE TACACOMA Nº 1494,-16.50419998,-68.2334671,,,4.0
409,REPUBLICA DEL PERU,FISCAL,EDUCACIÓN REGULAR,URB. EX COOPERATIVA VELEROS MINA CHOJLLA,,-16.49690056,-68.23313141,,,4.0
410,HEROES DE OCTUBRE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION JULIAN APAZA II,CALLE C S/N,-16.46199989,-68.2456665,,,7.0
411,JAIME ESCALANTE GUTIERREZ,FISCAL,EDUCACIÓN REGULAR,URBANIZACION 9 DE ABRIL,CALLE MACHACA S/N,-16.48530006,-68.24970245,,,7.0
412,1RO. DE OCTUBRE,FISCAL,EDUCACIÓN REGULAR,SAN FELIPE DE SEKKE,AV. IMPERIAL Nro 2450,-16.52079964,-68.24124146,,,4.0
413,ADVENTISTA DEL SEPTIMO DIA MOVIMIENTO DE REFORMA,PRIVADA,EDUCACIÓN REGULAR,SAN ROQUE,CAMINO A COPACABANA Nº 50,-16.47520065,-68.27613068,,,7.0
414,JUANCITO PINTO,FISCAL,EDUCACIÓN REGULAR,"URBANIZACION BAUTISTA SAAVEDRA UNIDAD VECINAL ""G""",CALLE COCHARCA,-16.49570084,-68.23438263,,,14.0
415,INTERANDINO BOLIVIANO,PRIVADA,EDUCACIÓN REGULAR,16 DE JULIO,CALLE VICTOR GUTIERREZ Nro 3339,-16.49720001,-68.1815567,,,6.0
416,3 DE MARZO,FISCAL,EDUCACIÓN REGULAR,"SAN ROQUE 16 DE AGOSTO SECTOR ""B""",CALLE AMANECER S/N,-16.48480034,-68.27519989,,,7.0
417,ROTARY CHUQUIAGO MARKA TARDE,FISCAL,EDUCACIÓN REGULAR,SANTA ROSA,CALLE 4 N° 100,-16.53619957,-68.16723633,,,1.0
418,ROTARY CHUQUIAGO MARKA,FISCAL,EDUCACIÓN REGULAR,SANTA ROSA,CALLE 4 N° 100,-16.53619957,-68.16723633,,,1.0
419,VICENTE DONOSO TORRES A,FISCAL,EDUCACIÓN REGULAR,CUIDAD SATELITE,PLAN 561 CALLE 14 S/N,-16.52230072,-68.15019989,,,1.0
420,VICENTE DONOSO TORREZ B,FISCAL,EDUCACIÓN REGULAR,CUIDAD SATELITE,PLAN 561 CALLE 14 S/N,-16.52230072,-68.15019989,,,1.0
421,GUIDO VILLAGOMEZ LOMA,FISCAL,EDUCACIÓN REGULAR,CUIDAD SATELITE,PLAN 561 CALLE 14 S/N,-16.52230072,-68.15019989,,,1.0
422,DON BOSCO,CONVENIO,EDUCACIÓN REGULAR,VILLA REMEDIOS,AVENIDA ALCOCHE S/N,-16.46170044,-68.16940308,,,5.0
423,JOSE MANUEL PANDO TARDE,FISCAL,EDUCACIÓN REGULAR,PANORAMICA I,VENIDA 6 DE MARZO S/N,-16.56620026,-68.18400574,,,2.0
424,JOSE MANUEL PANDO MAÑANA,FISCAL,EDUCACIÓN REGULAR,PANORAMICA I,VENIDA 6 DE MARZO S/N,-16.56620026,-68.18400574,,,2.0
425,SENKATA CONVIFACG TARDE,FISCAL,EDUCACIÓN REGULAR,18 DE MAYO CONVIFACG,AVENIDA ANTONIO VICENTE SEOANE Nº 115,-16.56520081,-68.19328308,,,2.0
426,SENKATA CONVIFACG MAÑANA,FISCAL,EDUCACIÓN REGULAR,18 DE MAYO CONVIFACG,AVENIDA ANTONIO VICENTE SEOANE Nº 115,-16.56520081,-68.19328308,,,2.0
427,HORIZONTES B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUEVOS HORIZONTES,CALLE H 3 S/N,-16.54089928,-68.18480682,,,2.0
428,HORIZONTES A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUEVOS HORIZONTES,CALLE H 3 S/N,-16.54089928,-68.18480682,,,2.0
429,UNION BOLIVARIANA,FISCAL,EDUCACIÓN REGULAR,ELIZARDO PEREZ,AV. BOLIVIA CALLE JORGE ROUMA S/N,-16.53659587,-68.18592513,,,2.0
430,EDUARDO ABAROA TARDE,FISCAL,EDUCACIÓN REGULAR,VILLA AVAROA,"PLAZA TOPATER, CALLE 107 S/N",-16.52770042,-68.18273926,,,2.0
431,EDUARDO ABAROA MAÑANA,FISCAL,EDUCACIÓN REGULAR,VILLA AVAROA,"PLAZA TOPATER, CALLE 107 S/N",-16.52770042,-68.18273926,,,2.0
432,SHALOM,PRIVADA,EDUCACIÓN REGULAR,VILLA DOLORES,CALLE 12 Nro 88,-16.51609993,-68.15778351,,,1.0
433,6 DE JUNIO C TARDE,FISCAL,EDUCACIÓN REGULAR,6 DE JUNIO,AV. 2 DE AGOSTO 2171 Y ESTRUCTURANTE,-16.55529976,-68.20723724,,,2.0
434,6 DE JUNIO C MAÑANA,FISCAL,EDUCACIÓN REGULAR,6 DE JUNIO,AV. 2 DE AGOSTO 2171 Y ESTRUCTURANTE,-16.55529976,-68.20723724,,,2.0
435,6 DE JUNIO B,FISCAL,EDUCACIÓN REGULAR,VILLA DOLORES,PLAZA JUANA AZURDUY DE PADILLA,-16.5095005,-68.15978241,,,1.0
436,6 DE JUNIO A,FISCAL,EDUCACIÓN REGULAR,VILLA DOLORES,PLAZA JUANA AZURDUY DE PADILLA,-16.5095005,-68.15978241,,,1.0
437,TARAPACA,FISCAL,EDUCACIÓN REGULAR,VILLA DOLORES,PLAZA JUANA AZURDUY DE PADILLA,-16.5095005,-68.15978241,,,1.0
438,EVA PERON,FISCAL,EDUCACIÓN REGULAR,VILLA DOLORES,PLAZA JUANA AZURDUY DE PADILLA,-16.5095005,-68.15978241,,,1.0
439,OSCAR ALFARO A,PRIVADA,EDUCACIÓN REGULAR,NUEVOS HORIZONTES III,PLAZA LIBERTADOR SIMON BOLIVAR,-16.54439926,-68.19194794,,,2.0
440,JUAN CAPRILES MAÑANA,FISCAL,EDUCACIÓN REGULAR,VILLA DOLORES,CALLE 1 Y CONSTANTINO DE MEDINA S/N,-16.50620079,-68.15948486,,,1.0
441,JUAN CAPRILES TARDE,FISCAL,EDUCACIÓN REGULAR,VILLA DOLORES,CALLE 1 Y CONSTANTINO DE MEDINA S/N,-16.50620079,-68.15948486,,,1.0
442,UNION EUROPEA B,FISCAL,EDUCACIÓN REGULAR,SANTIAGO II,ENTRE CALLES 5 Y 6 S/N,-16.54039955,-68.17948914,,,2.0
443,UNION EUROPEA A,FISCAL,EDUCACIÓN REGULAR,SANTIAGO II,ENTRE CALLES 5 Y 6 S/N,-16.54039955,-68.17948914,,,2.0
444,LIBERTAD EN LAS AMERICAS MAÑANA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA EXALTACION 2DA Y 3RA SECCION,AV. 6 DE JUNIO Nro 26,-16.53397101,-68.15672648,,,1.0
445,LIBERTAD EN LAS AMERICAS TARDE,CONVENIO,EDUCACIÓN REGULAR,URBANIZACION VILLA EXALTACION 2DA Y 3RA SECCION,AV. 6 DE JUNIO Nro 26,-16.53397101,-68.15672648,,,1.0
446,TEJADA TRIANGULAR,FISCAL,EDUCACIÓN REGULAR,TEJADA TRIANGULAR,CALLE 10 S/N,-16.52429962,-68.15997314,,,1.0
447,REPUBLICA DE FRANCIA TARDE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION CUPILUPACA,CALLE RIO BERMEJO Nro.2034,-16.54957489,-68.19585294,,,2.0
448,REPUBLICA DE FRANCIA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION CUPILUPACA,CALLE RIO BERMEJO Nro.2034,-16.54957489,-68.19585294,,,2.0
449,JUAN PABLO II B,FISCAL,EDUCACIÓN REGULAR,COSMOS 79 VECINAL,CALLE WARA WARANI No. 2104,-16.53219986,-68.23179626,,,3.0
450,JUAN PABLO II A,FISCAL,EDUCACIÓN REGULAR,COSMOS 79 VECINAL,CALLE WARA WARANI No. 2104,-16.53219986,-68.23179626,,,3.0
451,AYACUCHO TARDE,FISCAL,EDUCACIÓN REGULAR,SAN LUIS II DE CHARAPAQUI,AV. LITORAL S/N SAN LUIS II CHARAPAQUI,-16.53228067,-68.20946276,,,3.0
452,AYACUCHO MAÑANA,FISCAL,EDUCACIÓN REGULAR,SAN LUIS II DE CHARAPAQUI,AV. LITORAL S/N SAN LUIS II CHARAPAQUI,-16.53228067,-68.20946276,,,3.0
453,GRAL. JUAN JOSE TORREZ GONZALES,FISCAL,EDUCACIÓN REGULAR,URBANIZACIÓN ILLAMPU,AV. LA PAZ S/N,-16.53919437,-68.21261912,,,3.0
454,MARTIN CARDENAS HERMOSA A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA ADELA,PLAN 88 S/N,-16.52280045,-68.20914459,,,3.0
455,MARTIN CARDENAS HERMOSA B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA ADELA,PLAN 88 S/N,-16.52280045,-68.20914459,,,3.0
456,MARTIN CARDENAS HERMOSA C,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA ADELA,PLAN 88 S/N,-16.52280045,-68.20914459,,,3.0
457,MARTIN CARDENAS HERMOSA D,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA ADELA,PLAN 88 S/N,-16.52280045,-68.20914459,,,3.0
458,CALAMA TARDE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA CALUYO,PLAZA BOLIVIA S/N,-16.53129959,-68.19275665,,,3.0
459,CALAMA MAÑANA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA CALUYO,PLAZA BOLIVIA S/N,-16.53129959,-68.19275665,,,3.0
460,LUIS ESPINAL DE COLLPANI,CONVENIO,EDUCACIÓN REGULAR,COSMOS 79,CALLE 9 CIVINCA S/N COSMOS 79 COLLPANI,-16.52339935,-68.22366333,,,3.0
461,LUIS ESPINAL TARDE DE COLLPANI,CONVENIO,EDUCACIÓN REGULAR,COSMOS 79,CALLE 9 CIVINCA S/N COSMOS 79 COLLPANI,-16.52339935,-68.22366333,,,3.0
462,LUIS ESPINAL CAMPS AEROPUERTO TARDE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LUIS ESPINAL CAMPS,AVENIDA PUNATA N°1740,-16.51759088,-68.19792175,,,3.0
463,LUIS ESPINAL CAMPS AEROPUERTO MAÑANA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LUIS ESPINAL CAMPS,AVENIDA PUNATA N°1740,-16.51759088,-68.19792175,,,3.0
464,GRAN PODER A,FISCAL,EDUCACIÓN REGULAR,URB. JESUS DE GRAN PODER,CALLE 8 S/N,-16.55870056,-68.19391632,,,2.0
465,GRAN PODER B,FISCAL,EDUCACIÓN REGULAR,URB. JESUS DE GRAN PODER,CALLE 8 S/N,-16.55870056,-68.19391632,,,2.0
466,ALTO DE LA ALIANZA MAÑANA,FISCAL,EDUCACIÓN REGULAR,ALTO DE LA ALIANZA,AVENIDA PANAMERICANA No 996 entre PLAZA 26 DE MAYO,-16.52219963,-68.18916321,,,3.0
467,ALTO DE LA ALIANZA TARDE,FISCAL,EDUCACIÓN REGULAR,ALTO DE LA ALIANZA,AVENIDA PANAMERICANA No 996 entre PLAZA 26 DE MAYO,-16.52219963,-68.18916321,,,3.0
468,TCNL. RAFAEL PABON,FISCAL,EDUCACIÓN REGULAR,VILLA DOLORES F,PLAZA 21 DE DICIEMBRE CALLE A - B S/N,-16.52659988,-68.18767548,,,3.0
469,CARLOS PALENQUE AVILES DOLORES F,FISCAL,EDUCACIÓN REGULAR,VILLA DOLORES F,PLAZA 21 DE DICIEMBRE CALLE A - B S/N,-16.52659988,-68.18767548,,,3.0
470,REPUBLICA DE CUBA,FISCAL,EDUCACIÓN REGULAR,VILLA PACAJES,CALLE 5 Nro 104,-16.52840042,-68.1872406,,,3.0
471,REPUBLICA DE CUBA PACAJES,FISCAL,EDUCACIÓN REGULAR,VILLA PACAJES,CALLE 5 Nro 104,-16.52840042,-68.1872406,,,3.0
