id_unidad,nombre_unidad,dependencia,tipo,zona,direccion,latitud,longitud,telefono_fijo,telefono_celular,distrito
472,ADELA ZAMUDIO B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION ILLIMANI,AV. DAVID CRESPO CASTILLO Nro 1050,-16.52729988,-68.19297028,,,3.0
473,ADELA ZAMUDIO A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION ILLIMANI,AV. DAVID CRESPO CASTILLO Nro 1050,-16.52729988,-68.19297028,,,3.0
474,SAN LUIS MAÑANA,FISCAL,EDUCACIÓN REGULAR,SAN LUIS PAMPA,AVENIDA LITORAL Nro 7,-16.54089928,-68.20098114,,,3.0
475,SAN LUIS TARDE,FISCAL,EDUCACIÓN REGULAR,SAN LUIS PAMPA,AVENIDA LITORAL Nro 7,-16.54089928,-68.20098114,,,3.0
476,VILLA ALEMANIA,CONVENIO,EDUCACIÓN REGULAR,VILLA ALEMANIA,"VILLA ALEMANIA ENTRE CALLES FRANCISCO DE TOLEDO, LUIS DE VELASCO, TOMAS CATARI Y PEDRO NOLASCO",-16.51689911,-68.20695496,,,3.0
477,SEBASTIÁN OBERMAIER,FISCAL,EDUCACIÓN REGULAR,URBANIZACION CENTRO UNION ACHIRI,AVENIDA ABEL ITURRALDE,-16.52059937,-68.19502258,,,3.0
478,AMIG CHACO,FISCAL,EDUCACIÓN REGULAR,URB. AMIG CHACO,CALLE 3 S/N,-16.52409935,-68.20389557,,,3.0
479,COSMOS 79 TARDE,FISCAL,EDUCACIÓN REGULAR,COSMOS 79,CALLE VILUYO ESQUINA PICHUMA,-16.53140068,-68.21704102,,,3.0
480,COSMOS 79 MAÑANA,FISCAL,EDUCACIÓN REGULAR,COSMOS 79,CALLE VILUYO ESQUINA PICHUMA,-16.53140068,-68.21704102,,,3.0
481,HOLANDA TARDE,FISCAL,EDUCACIÓN REGULAR,MURURATA,CALLE GREGORIO PACHECO Nº 1274,-16.54369926,-68.2137146,,,3.0
482,HOLANDA MAÑANA,FISCAL,EDUCACIÓN REGULAR,MURURATA,CALLE GREGORIO PACHECO Nº 1274,-16.54369926,-68.2137146,,,3.0
483,SAN PEDRO DE CHARAPAQUI,FISCAL,EDUCACIÓN REGULAR,SAN PEDRO,PLAZA 29 DE JUNIO S/N,-16.51790047,-68.18502045,,,3.0
484,REPUBLICA DE IRAN,FISCAL,EDUCACIÓN REGULAR,AV. CHIPANA Nº 1394,AV. CHIPANA No 1394,-16.4720993,-68.21082306,,,5.0
485,JESUS OBRERO VILLA ESTHER,CONVENIO,EDUCACIÓN REGULAR,URBANIZACION VILLA ESTHER,CIRCULACION PEATONAL SIN NOMBRE S/N,-16.53108231,-68.20365986,,,3.0
486,JESUS OBRERO TARDE,CONVENIO,EDUCACIÓN REGULAR,URBANIZACION VILLA ESTHER,CIRCULACION PEATONAL SIN NOMBRE S/N,-16.53108231,-68.20365986,,,3.0
487,1RO. DE MAYO MAÑANA,FISCAL,EDUCACIÓN REGULAR,1RO. DE MAYO,PLAZA 1RO. DE MAYO,-16.5366993,-68.20008087,,,3.0
488,1RO. DE MAYO TARDE,FISCAL,EDUCACIÓN REGULAR,1RO. DE MAYO,PLAZA 1RO. DE MAYO,-16.5366993,-68.20008087,,,3.0
489,MARCELO QUIROGA SANTA CRUZ MAÑANA,FISCAL,EDUCACIÓN REGULAR,VILLA BOLIVAR C,AV. AMERICA Nro 20,-16.51910019,-68.17805481,,,3.0
490,MARCELO QUIROGA SANTA CRUZ TARDE,FISCAL,EDUCACIÓN REGULAR,VILLA BOLIVAR C,AV. AMERICA Nro 20,-16.51910019,-68.17805481,,,3.0
491,JESUS DE NAZARETH,PRIVADA,EDUCACIÓN REGULAR,VILLA ADELA,AV. DE CIRCUNVALACION Nro 1000,-16.52449989,-68.21294403,,,3.0
492,PEKIN,FISCAL,EDUCACIÓN REGULAR,"URBANIZACION ALTO CHIJINI U.V . ""D""",AV. BUENOS AIRES Nº 1950,-16.56150055,-68.21778107,,,12.0
493,VILLA SAJAMA A,FISCAL,EDUCACIÓN REGULAR,VILLA SAJAMA,PLAZA VILLA SAJAMA,-16.54859924,-68.21603394,,,3.0
494,VILLA SAJAMA B,FISCAL,EDUCACIÓN REGULAR,VILLA SAJAMA,PLAZA VILLA SAJAMA,-16.54859924,-68.21603394,,,3.0
495,FERNANDO BRAVO FE Y ALEGRIA,CONVENIO,EDUCACIÓN REGULAR,COSMOS 79,CALLE PUNATA Nro 2155,-16.53989983,-68.23406982,,,3.0
496,PRIMAVERA A,FISCAL,EDUCACIÓN REGULAR,VILLA PRIMAVERA,AV. SAN BUENAVENTURA Nº 1045,-16.53720093,-68.19468689,,,3.0
497,PRIMAVERA B,FISCAL,EDUCACIÓN REGULAR,VILLA PRIMAVERA,AV. SAN BUENAVENTURA Nº 1045,-16.53720093,-68.19468689,,,3.0
498,SAN SEBASTIAN B,FISCAL,EDUCACIÓN REGULAR,URBANZIACION SAN SEBASTIAN SECTOR 2,AVENIDA 12 DE ENERO S/N,-16.59900093,-68.19333649,,,8.0
499,GUALBERTO VILLARROEL A,FISCAL,EDUCACIÓN REGULAR,ALTO LIMA 3ERA. SECCION,AV. SUCRE S/N,-16.48159981,-68.18643188,,,6.0
500,LA PRIMERA,CONVENIO,EDUCACIÓN REGULAR,MUTUAL LA PRIMERA,CALLE RAMON ROJAS Nro 4115,-16.51959991,-68.18196869,,,3.0
501,RAYITOS DE CIELO,PRIVADA,EDUCACIÓN REGULAR,URBANIZACION TEJADA ALPACOMA,AVENIDA FRAY DIEGO DE OCAñA Nº 200,-16.53149986,-68.14907074,,,1.0
502,7 DE SEPTIEMBRE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION 7 DE SEPTIEMBRE,CALLE 10 DE DICIEMBRE FRENTE A LA CASCADA Nº 5872,-16.54660034,-68.20361328,,,3.0
503,LAS DELICIAS A,FISCAL,EDUCACIÓN REGULAR,LAS DELICIAS,CALLE LOS PINOS,-16.55369949,-68.19758606,,,2.0
504,LAS DELICIAS B,FISCAL,EDUCACIÓN REGULAR,LAS DELICIAS,CALLE LOS PINOS,-16.55369949,-68.19758606,,,2.0
505,6 DE JUNIO DE COSMOS 79,FISCAL,EDUCACIÓN REGULAR,UNIDAD VECINAL F,CALLE COLTECA ENTRE PANKAÑA,-16.53490067,-68.22369385,,,3.0
506,ADOLFO KOLPING,PRIVADA,EDUCACIÓN REGULAR,VILLA DOLORES,CALLE 5 N. 50 URBANIZACION VILLA DOLORES,-16.50900078,-68.15784454,,,1.0
507,ILLIMANI MAÑANA,FISCAL,EDUCACIÓN REGULAR,ROMERO PAMPA,CALLE BOLDO Nro 2075,-16.54339981,-68.20869446,,,3.0
508,ILLIMANI TARDE,FISCAL,EDUCACIÓN REGULAR,ROMERO PAMPA,CALLE BOLDO Nro 2075,-16.54339981,-68.20869446,,,3.0
509,CRISTAL A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION CRISTAL,CALLE CIPRECES S/N,-16.59449959,-68.20266724,,,8.0
510,CRISTAL B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION CRISTAL,CALLE CIPRECES S/N,-16.59449959,-68.20266724,,,8.0
511,FERNANDO NOGALES CASTRO FE Y ALEGRIA,CONVENIO,EDUCACIÓN REGULAR,URBANIZACION MERCEDARIO FONVIS,CALLE SANTIAGO VACA GUZMAN S/N,-16.5258007,-68.23365784,,,4.0
512,16 DE NOVIEMBRE - A,FISCAL,EDUCACIÓN REGULAR,SENKATA,CALLE JULIO DE LA VEGA S/N,-16.58309937,-68.19288635,,,8.0
513,16 DE NOVIEMBRE - B,FISCAL,EDUCACIÓN REGULAR,SENKATA,CALLE JULIO DE LA VEGA S/N,-16.58309937,-68.19288635,,,8.0
514,BAUTISTA SAAVEDRA,FISCAL,EDUCACIÓN REGULAR,BAUTISTA SAAVEDRA,AV. BAUSTISTA SAAVEDRA S/N KM. 7 CARRETERA A HUARI,-16.48600006,-68.23358154,,,14.0
515,REPUBLICA DE ITALIA,FISCAL,EDUCACIÓN REGULAR,SENKATA ANTOFAGASTA,URBANIZACION ANTOFAGASTA AVENIDA INCAHUASI Nº 3364,-16.58989906,-68.18737793,,,8.0
516,CUERPO DE CRISTO FE Y ALEGRIA A,CONVENIO,EDUCACIÓN REGULAR,2 DE FEBRERO,CALLE FELIPE II GUZMAN S/N,-16.52120018,-68.21744537,,,3.0
517,CUERPO DE CRISTO FE Y ALEGRIA B,CONVENIO,EDUCACIÓN REGULAR,2 DE FEBRERO,CALLE FELIPE II GUZMAN S/N,-16.52120018,-68.21744537,,,3.0
518,SAN VICENTE DE PAUL FE Y ALEGRIA,CONVENIO,EDUCACIÓN REGULAR,PEDRO DOMINGO MURILLO,CALLE BARTOLOME ANDRADE S/N,-16.50550079,-68.20645142,,,4.0
519,SAN VICENTE DE PAUL,CONVENIO,EDUCACIÓN REGULAR,PEDRO DOMINGO MURILLO,CALLE BARTOLOME ANDRADE S/N,-16.50550079,-68.20645142,,,4.0
520,DIONICIO MORALES CHOQUE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LAS RETAMAS JUNTHUMA,CALLE AROMA S/N,-16.61050034,-68.18054962,,,8.0
521,LUZ A LAS NACIONES,PRIVADA,EDUCACIÓN REGULAR,12 DE OCTUBRE,AV. 6 DE MARZO Nº 250 (MEDIA CUADRA CRUCE VIACHA),-16.51790047,-68.16712189,,,1.0
522,TUPAC AMARU B,FISCAL,EDUCACIÓN REGULAR,URBANIZACIÓN CUMARAVI,CALLE MANUEL MAMANI S/N,-16.57290077,-68.20202637,,,8.0
523,TUPAC AMARU A,FISCAL,EDUCACIÓN REGULAR,URBANIZACIÓN CUMARAVI,CALLE MANUEL MAMANI S/N,-16.57290077,-68.20202637,,,8.0
524,TARAPACA JUNTHUMA A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION TARAPACA JUNTUHUMA,AV. VIRGEN DE LA CRUZ S/N,-16.61070061,-68.18888855,,,8.0
525,TARAPACA JUNTHUMA B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION TARAPACA JUNTUHUMA,AV. VIRGEN DE LA CRUZ S/N,-16.61070061,-68.18888855,,,8.0
526,SIMON BOLIVAR B,FISCAL,EDUCACIÓN REGULAR,MERCEDES ANEXO,CALLE TOMAS FRIAS SIN NUMERO,-16.56410027,-68.20639038,,,8.0
527,SIMON BOLIVAR A,FISCAL,EDUCACIÓN REGULAR,MERCEDES ANEXO,CALLE TOMAS FRIAS SIN NUMERO,-16.56410027,-68.20639038,,,8.0
528,VILLA IMPERIAL,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLA IMPERIAL,AVENIDA AVELINO SIÑANI,-16.59970093,-68.19920349,,,8.0
529,DEL SUR,PRIVADA,EDUCACIÓN REGULAR,TEJADA ALPACOMA,CALLE L Nro 13,-16.5345993,-68.15079498,,,1.0
530,TARAPACA 7 DE OCTUBRE A,FISCAL,EDUCACIÓN REGULAR,TARAPACA SECTOR B,CALLE LA TEMPESTAD S/N,-16.60650063,-68.19132233,,,8.0
531,TARAPACA 7 DE OCTUBRE B,FISCAL,EDUCACIÓN REGULAR,TARAPACA SECTOR B,CALLE LA TEMPESTAD S/N,-16.60650063,-68.19132233,,,8.0
532,NATIVIDAD B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NATIVIDAD,AVENIDA YOTALA S/N,-16.53989983,-68.21961212,,,3.0
533,NATIVIDAD A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NATIVIDAD,AVENIDA YOTALA S/N,-16.53989983,-68.21961212,,,3.0
534,SIMON BOLIVAR SUR,FISCAL,EDUCACIÓN REGULAR,SAN SIMON DE PAMPA GRANDE,CALLE PANORAMICA S/N,-16.62809944,-68.1861496,,,8.0
535,SAN SILVESTRE,FISCAL,EDUCACIÓN REGULAR,SAN SILVESTRE,CALLE LOAYZA S/N,-16.6026001,-68.18752289,,,8.0
536,LAS ROSAS,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LAS ROSAS,AV. GUERRA DEL CHACO S/N,-16.54050064,-68.22476196,,,3.0
537,VENTILLA I A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VENTILLA I,AV. ALONZO DE MENDOZA S/N,-16.61450005,-68.1680069,,,8.0
538,VENTILLA I B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VENTILLA I,AV. ALONZO DE MENDOZA S/N,-16.61450005,-68.1680069,,,8.0
539,REPUBLICA DEL JAPON B,FISCAL,EDUCACIÓN REGULAR,VILLA MERCEDES UNIDA VECINAL A,AVENIDA MARCELO QUIROGA SANTA CRUZ S/N,-16.55809975,-68.20670319,,,8.0
540,REPUBLICA DEL JAPON A,FISCAL,EDUCACIÓN REGULAR,VILLA MERCEDES UNIDA VECINAL A,AVENIDA MARCELO QUIROGA SANTA CRUZ S/N,-16.55809975,-68.20670319,,,8.0
541,MARCELINA,FISCAL,EDUCACIÓN REGULAR,VILLA MARCELINA,AV. CESAR ACHABAL CARDENAS S/N,-16.53490067,-68.21522522,,,3.0
542,RETAMA A,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LAS RETAMAS I,CALLE 12 S/N,-16.56480026,-68.23686218,,,12.0
543,RETAMA B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LAS RETAMAS I,CALLE 12 S/N,-16.56480026,-68.23686218,,,12.0
544,JESUS DE BELEN,FISCAL,EDUCACIÓN REGULAR,25 DE DICIEMBRE,AV. 23 DE JULIO S/N,-16.5196991,-68.22088623,,,3.0
545,LUZ Y AMOR,PRIVADA,EDUCACIÓN REGULAR,12 DE OCTUBRE,AV. FRANCO VALLE Nº 55 ESQ. CALLE 3,-16.50799942,-68.1622467,,,1.0
546,VILLA ADELA YUNGUYO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION YUNGUYO MOJON VILLA ADELA COLLPANI,AV. PUERTO ACOSTA Nº 1454,-16.51659966,-68.2167511,,,3.0
547,HNA. MARIA TERESA LAJUSTICIA,CONVENIO,EDUCACIÓN REGULAR,"URBANIZACION COSMOS 79 U.V. ""E""",CALLE SACACONI CHICO S/N,-16.53050041,-68.2256546,,,3.0
548,MANUEL RIGOBERTO PAREDES,FISCAL,EDUCACIÓN REGULAR,URBANIZACION MANUEL RIGOBERTO PAREDES,AVENIDA 27 DE AGOSTO S/N,-16.46697719,-68.21107769,,,14.0
549,VILLA EL CARMEN TARDE,FISCAL,EDUCACIÓN REGULAR,VILLA EL CARMEN,CALLE ATOCHA BARRIO 5 S/N,-16.53300095,-68.18079376,,,2.0
550,VILLA EL CARMEN MAÑANA,FISCAL,EDUCACIÓN REGULAR,VILLA EL CARMEN,CALLE ATOCHA BARRIO 5 S/N,-16.53300095,-68.18079376,,,2.0
551,ASCINALSS,FISCAL,EDUCACIÓN REGULAR,ASCINALSS,AV. FUERZA AEREA Nro 1417,-16.56809998,-68.19837952,,,2.0
552,REPUBLICA DE CANADA,FISCAL,EDUCACIÓN REGULAR,ALTO CHIJINI,AV. ORURO Nº 220,-16.55480003,-68.22244263,,,12.0
553,CORAZON DE SUD AMERICA,FISCAL,EDUCACIÓN REGULAR,"URBANIZACION BAUTISTA SAAVEDRA U.V. ""C""",CALLE CIRCUNVALACION S/N,-16.48500061,-68.2447052,,,14.0
554,BOLIVIANO ALEMAN 16 DE FEBRERO,FISCAL,EDUCACIÓN REGULAR,VILLA ADELA ALEMANIA,CALLE ANTONIO MENDOZA Nº 3485,-16.52210736,-68.20041239,,,3.0
555,SAN ANDRES,FISCAL,EDUCACIÓN REGULAR,VILLA EXALTACION,CALLE LA RAZON S/N,-16.53899956,-68.15856171,,,1.0
556,BOLIVIANO ALEMAN BICHITO DE LUZ,FISCAL,EDUCACIÓN REGULAR,VILLA ALEMANIA,CALLE ANTONIO DE MENDOZA Nº 2004,-16.52169991,-68.19992828,,,3.0
557,REPUBLICA BOLIVARIANA DE VENEZUELA,FISCAL,EDUCACIÓN REGULAR,SAN FELIPE DE SEQUE SECTOR 6,AV SEBASTIAN AGREDA S/N,-16.51510048,-68.25093079,,,4.0
558,ERNESTO CHE GUEVARA,FISCAL,EDUCACIÓN REGULAR,"URBANIZACION SAN ROQUE 16 DE AGOSTO SECTOR ""D""",AV. JOSE ADOLFO SALAS S/N,-16.48060036,-68.27802277,,,7.0
559,DIONICIO MORALES,FISCAL,EDUCACIÓN REGULAR,"URBANIZACION BAUTISTA SAAVEDRA U.V. ""H""",AV. CARLOS PALENQUE S/N,-16.49665545,-68.23957419,,,14.0
560,LIBERTAD FRANZ TAMAYO B,FISCAL,EDUCACIÓN REGULAR,"URBANIZACION FRANZ TAMAYO SECTOR ""C""",CALLE BLAS TEJADA S/N,-16.50136881,-68.26186067,,,14.0
561,LIBERTAD FRANZ TAMAYO A,FISCAL,EDUCACIÓN REGULAR,"URBANIZACION FRANZ TAMAYO SECTOR ""C""",CALLE BLAS TEJADA S/N,-16.50136881,-68.26186067,,,14.0
562,HERNAN SILES SUAZO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION RIO SECO SECTOR LIBERTAD,CALLE NESTOR PAZ S/N,-16.51440048,-68.22283173,,,4.0
563,NUEVO AMANECER BOLIVIANO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUEVO AMANECER,CALLE 13 DE MARZO S/N,-16.47909927,-68.24542999,,,7.0
564,MERCEDARIO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION MERCEDARIO SECTOR 1,AV. PEDRO DOMINGO MURILLO,-16.51670074,-68.22642517,,,4.0
565,REPUBLICA COREA DEL NORTE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION VILLANDRANI,CALLE 26 DE ENERO ESQUINA 21 DE SEPTIEMBRE,-16.48579979,-68.28816223,,,7.0
566,EL PARAISO B,CONVENIO,EDUCACIÓN REGULAR,URBANIZACION EL PARAISO,CALLE MARIANO BAUTISTA S/N,-16.52459908,-68.21503448,,,3.0
567,EL PARAISO A,CONVENIO,EDUCACIÓN REGULAR,URBANIZACION EL PARAISO,CALLE MARIANO BAUTISTA S/N,-16.52459908,-68.21503448,,,3.0
568,COMANDANTE HUGO RAFAEL CHAVEZ FRIAS,FISCAL,EDUCACIÓN REGULAR,6 DE MARZO,AVENIDA PANAMA S/N,-16.49150085,-68.27015686,,,7.0
569,PUERTO DE MEJILLONES,PRIVADA,EDUCACIÓN REGULAR,16 DE JULIO,CALLE PASCOE Nro 2971,-16.49740028,-68.17321014,,,6.0
570,ADVENTISTA HARRY PITTMAN,PRIVADA,EDUCACIÓN REGULAR,VILLA BALLIVIAN,BALLIVIAN CALLE JOSE CHACON Nº 250,-16.48970032,-68.17481995,,,6.0
571,SANTA ROSA DE LIMA,FISCAL,EDUCACIÓN REGULAR,SANTA ROSA DE LIMA,CALLE EUGENIO DIAZ Y VICENTE CAMACHO,-16.45569992,-68.16773224,,,5.0
572,BETHEL,PRIVADA,EDUCACIÓN REGULAR,,CALLE ABEL ITURRALDE Nro 50 ZONA VILLA TUNARI,-16.4951992,-68.19822693,,,4.0
573,SANTA BARBARA,PRIVADA,EDUCACIÓN REGULAR,RIO SECO,CALLE GUAPORE Nª 408,-16.49239922,-68.21144104,,,4.0
574,EBEN - EZER,PRIVADA,EDUCACIÓN REGULAR,VILLA TUNARI,CALLE 7 Nro 120,-16.49699974,-68.192276,,,4.0
575,F.A.B. TCNL. RAFAEL PABON CUEVAS,PRIVADA,EDUCACIÓN REGULAR,FERROPETROL,CALLE MARIA AUXILIADORA S/N,-16.50309944,-68.17134857,,,6.0
576,TCNL. AV. RAFAEL PABON CUEVAS III,CONVENIO,EDUCACIÓN REGULAR,FERROPETROL,CALLE MARIA AUXILIADORA S/N,-16.50309944,-68.17134857,,,6.0
577,SAGRADO CORAZON DE JESUS,PRIVADA,EDUCACIÓN REGULAR,ZONA 16 DE JULIO,CALLE MONTAÑO Nro 474,-16.49959946,-68.16868591,,,6.0
578,EMMANUEL,PRIVADA,EDUCACIÓN REGULAR,BALLIVIAN,CALLE NERY Nro 3465,-16.49169922,-68.18183136,,,6.0
579,PRINCIPE DE LUZ,PRIVADA,EDUCACIÓN REGULAR,VILLA BOLIVAR MUNICIPAL,AVENIDA BOLIVIA CALLE 2 Nro 248,-16.53619957,-68.19064331,,,2.0
580,BRASIL MAÑANA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUCLEO BRASIL RIO SECO,AVENIDA LAJA Y AVENIDA CUZCO S/N,-16.49109517,-68.20967394,,,4.0
581,BRASIL TARDE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION NUCLEO BRASIL RIO SECO,AVENIDA LAJA Y AVENIDA CUZCO S/N,-16.49109517,-68.20967394,,,4.0
582,NORUEGA TARDE,FISCAL,EDUCACIÓN REGULAR,HUAYNA POTOSI,CALLE LLICA Nro. 100,-16.48259926,-68.19395447,,,5.0
583,NORUEGA MAÑANA,FISCAL,EDUCACIÓN REGULAR,HUAYNA POTOSI,CALLE LLICA Nro. 100,-16.48259926,-68.19395447,,,5.0
584,UNION EUROPEA B,FISCAL,EDUCACIÓN REGULAR,HUAYNA POTOSI SEGUNDA SECCION,CALLE CHOCAYA Nº5,-16.47789955,-68.19249725,,,5.0
585,UNION EUROPEA A,FISCAL,EDUCACIÓN REGULAR,HUAYNA POTOSI SEGUNDA SECCION,CALLE CHOCAYA Nº5,-16.47789955,-68.19249725,,,5.0
586,SAN MARCOS,CONVENIO,EDUCACIÓN REGULAR,ALTO LIMA,AVENIDA CHACALTAYA SIN NUMERO,-16.47559929,-68.16779327,,,6.0
587,JOHN DALTON,PRIVADA,EDUCACIÓN REGULAR,COSMOS 78,CALLE 17 Nro 109,-16.52779961,-68.1990509,,,3.0
588,MUTUAL LA PAZ,PRIVADA,EDUCACIÓN REGULAR,EL KENKO,CALLE 12 Nro 50,-16.55763401,-68.19093855,,,2.0
589,VALLE HERMOSO,FISCAL,EDUCACIÓN REGULAR,VALLE HERMOSO 1,"CALLE AGUA CLARA, PINOS , LIMA Y GIRASOL",-16.45749843,-68.23490627,,,7.0
590,HUGO CHÁVEZ FRÍAS,FISCAL,EDUCACIÓN REGULAR,"MERCEDARIO SECTOR 4, URBANIZACIÓN HUGO CHAVÉZ FRÍAS (PVS)",PLAZA ELIANA ALCOREZA (PARADA 519),-16.52506338,-68.24166636,,,4.0
591,VIRGEN DE COPACABANA,FISCAL,EDUCACIÓN REGULAR,virgen de copacabana,"EL ALTO, DISTRITO 14, AV. SIMÓN BOLÍVAR, CALLE: EDUARDO AVAR",-16.47018845,-68.22835994,,,14.0
592,REINO DE NORUEGA B,FISCAL,EDUCACIÓN REGULAR,PUCHUCOLLO ALTO,PUCHUCOLLO ALTO,-16.5340004,-68.25159454,,,
